id,lsl_ts,unix_ts,battery_level,temperature_c,fuel_gauge_voltage
378,14913.3791426,1671630142.513,55,0,3192.2000000000003
378,14913.3791426,1671630142.513,55,0,3192.2000000000003
379,14923.685213,1671630152.819,50,0,3165.8
379,14923.685213,1671630152.819,50,0,3165.8
380,14934.004498,1671630163.138,50,0,3183.4
380,14934.004498,1671630163.138,50,0,3183.4
381,14944.3227405,1671630173.457,50,0,3170.2000000000003
381,14944.3227405,1671630173.457,50,0,3170.2000000000003
382,14954.6307781,1671630183.765,55,0,3196.6000000000004
382,14954.6307781,1671630183.765,55,0,3196.6000000000004
383,14964.9547922,1671630194.089,55,0,3192.2000000000003
383,14964.9547922,1671630194.089,55,0,3192.2000000000003
384,14975.2714504,1671630204.405,55,0,3192.2000000000003
384,14975.2714504,1671630204.405,55,0,3192.2000000000003
