id,lsl_ts,unix_ts,battery_level,temperature_c,fuel_gauge_voltage
348,14390.1328756,1671629619.266,55,0,3194.4
348,14390.1328756,1671629619.266,55,0,3194.4
349,14390.1755179,1671629619.309,55,0,3194.4
349,14390.1755179,1671629619.309,55,0,3194.4
350,14400.4802308,1671629629.614,55,0,3187.8
350,14400.4802308,1671629629.614,55,0,3187.8
351,14400.5339971,1671629629.667,55,0,3187.8
351,14400.5339971,1671629629.667,55,0,3187.8
352,14410.8118729,1671629639.945,50,0,3183.4
352,14410.8118729,1671629639.945,50,0,3183.4
353,14410.8402784,1671629639.974,50,0,3183.4
353,14410.8402784,1671629639.974,50,0,3183.4
354,14421.140503,1671629650.274,55,0,3198.8
354,14421.140503,1671629650.274,55,0,3198.8
355,14421.1665295,1671629650.3,55,0,3198.8
355,14421.1665295,1671629650.3,55,0,3198.8
356,14431.4697011,1671629660.603,55,0,3192.2000000000003
356,14431.4697011,1671629660.603,55,0,3192.2000000000003
357,14431.4871403,1671629660.621,55,0,3192.2000000000003
357,14431.4871403,1671629660.621,55,0,3192.2000000000003
